id,source,grade,semester,unit,difficulty,problem,answer,hint1,hint2,hint3,next_question
p_0569,generated,6,1,여러 가지 그래프,중간,"학생 200명을 대상으로 한 취미 조사에서 음악 50명, 미술 60명, 운동 70명, 독서 20명이었습니다. 이 데이터를 그림그래프로 나타낼 때, 운동 칸에 그려야 할 '★'의 개수는? (한 칸당 10명 기준)",7,운동을 선택한 학생 수를 먼저 확인하세요.,한 칸에 10명을 나타낸다는 점을 기억하세요.,인원을 칸 수로 변환하려면 나누기를 사용합니다.,미술 칸에 그려야 할 '★'의 개수는 몇 개인가요?
p_0570,generated,6,1,여러 가지 그래프,중간,"학교 운동회의 종목별 참가 인원이 다음과 같습니다: 달리기 40명, 줄넘기 30명, 던지기 20명, 계주 10명. 이 데이터를 원그래프로 나타낼 때, 달리기의 중심각은 몇 도인가요?",144,전체 참가 인원을 먼저 구해보세요.,달리기를 선택한 학생의 비율을 분수로 나타내보세요.,원그래프에서 전체 각도는 360°임을 기억하세요.,줄넘기의 중심각은 몇 도인가요?
p_0571,generated,6,1,여러 가지 그래프,중간,"6학년 1반 학생들이 가장 좋아하는 과일을 조사한 결과는 다음과 같습니다. 사과 12명, 바나나 8명, 딸기 10명, 포도 5명입니다. 이 데이터를 원그래프로 나타낼 때, 딸기를 좋아하는 학생의 비율은 전체의 몇 %인지 구하고, 해당 부분에 해당하는 중심각을 계산하시오.",72,전체 학생 수를 먼저 구해보세요.,"딸기의 비율을 백분율로 계산한 후, 360도를 100%로 나누어 1%가 몇 도인지 구해보세요.","계산한 백분율에 3.6을 곱해 중심각을 구한 후, 소수점 첫째 자리에서 반올림하세요.","같은 데이터를 띠그래프로 나타낼 때, 사과 부분이 차지하는 길이는 전체 띠의 몇 cm인지 구하시오. (단, 띠의 전체 길이는 25cm로 가정)"
p_0572,generated,6,1,여러 가지 그래프,어려움,"6학년 1반 학생들이 좋아하는 과일을 조사한 결과, 사과 25%, 바나나 35%, 딸기 20%, 기타 20%였습니다. 이 데이터를 원그래프로 나타냈을 때, 딸기 부분을 72도라고 한다면 바나나 부분은 몇 도인지 구하시오.",126,원그래프에서 전체 각도는 항상 360도입니다.,특정 항목의 각도는 (비율(%) × 3.6)로 계산할 수 있습니다.,딸기 20% = 72도이므로 1% = 3.6도입니다.,"6학년 2반 학생들의 취미 활동 비율이 독서 15%, 운동 45%, 게임 30%, 기타 10%일 때, 운동 부분의 각도는 몇 도인가요?"
p_0573,generated,6,1,여러 가지 그래프,어려움,"학생 150명의 희망 진로를 조사한 그림그래프에서 과학자 그림이 3개이고, 그림 하나가 40명을 나타낸다면 과학자가 희망인 학생은 몇 명인지 구하시오. 단, 과학자 그림이 전체 그림의 20%를 차지한다고 합니다.",60,그림 하나가 나타내는 실제 인원은 (전체 학생 수 ÷ 전체 그림 수)입니다.,"과학자 그림이 3개이고 전체의 20%이므로, 전체 그림 수는 15개입니다.","그림 하나당 10명(150 ÷ 15)이므로, 과학자 3개는 30명입니다.","학생 200명의 취미 활동 조사에서 독서 그림이 5개이고, 그림 하나가 20명을 나타낸다면 독서 활동 학생은 몇 명인가요? (독서 그림은 전체의 25%)"
p_0574,generated,6,1,여러 가지 그래프,어려움,"6학년 1반 학생 24명의 취미 분포를 조사한 결과, 축구 30%, 독서 25%, 음악 20%, 미술 15%, 기타 10%였습니다. 이 데이터를 원그래프로 나타냈을 때, 미술 취미에 해당하는 중심각의 크기는 몇 도인지 구하시오.",54,원그래프에서 전체 각도는 360도입니다.,비율을 소수로 바꾼 후 360에 곱하세요.,"15% → 0.15, 360 × 0.15 계산",만약 독서 취미 비율이 25%라면 중심각은 몇 도일까요?
p_0575,generated,6,1,여러 가지 그래프,어려움,"학교 축제 준비 위원회에서 5개 부스의 예산 사용 비율을 띠그래프로 나타냈습니다. 장식 40%, 음식 35%, 게임 15%, 기타 10%로 표시되었을 때, 게임 부스의 실제 예산이 45,000원이라면 총 예산은 얼마인가요?",300000,"15%가 45,000원일 때 1% 금액을 먼저 구하세요.",100%는 1%의 100배입니다.,"45,000 ÷ 0.15 계산",음식 부스 예산은 얼마일까요?
p_0576,generated,6,1,여러 가지 그래프,어려움,"학생 100명의 등교 방법을 조사한 원그래프에서 자전거 25%, 도보 35%, 버스 20%, 기타 20%로 나타났습니다. 자전거와 도보 비율을 합한 중심각은 몇 도인가요?",210,두 비율을 먼저 더하세요.,합한 비율을 소수로 바꾼 후 360에 곱합니다.,"60% → 0.6, 360 × 0.6 계산",버스와 기타를 합한 중심각은 몇 도일까요?
p_0577,orca,6,1,직육면체의 겉넓이와 부피,쉬움,정육면체 모양의 상자의 한 변의 길이는 11센티미터(cm)입니다. 이 상자의 표면적은 얼마입니까?,726cm²,정육면체는 어떤 도형으로 이루어져 있을까요?,한 면의 넓이를 먼저 계산해 보세요,6개의 면 전체 넓이를 구하려면 어떻게 해야 할까요?,"정육면체 상자의 부피가 1331cm³일 때, 한 변의 길이는 얼마입니까?"
p_0578,orca,6,1,직육면체의 겉넓이와 부피,쉬움,표면적이 54.3제곱센티미터(cm2)인 정육면체의 한 면을 칠했습니다. 칠해진 면의 넓이를 구합니다.,9.05cm²,정육면체의 면 개수는 몇 개인가요?,총 표면적을 면 개수로 나누면 한 면의 넓이가 됩니다.,계산기로 54.3을 6으로 나누어 보세요.,"표면적이 72cm²인 정육면체의 한 모서리의 길이를 구하시오. (단, π=3.14로 계산)"
p_0579,orca,6,1,직육면체의 겉넓이와 부피,쉬움,가장자리의 길이가 11cm인 정육면체의 표면적을 구합니다.,726cm²,정육면체의 특징을 생각해 보세요. 면이 몇 개일까요?,한 면의 넓이를 먼저 계산한 후 어떻게 전체 넓이를 구할 수 있을까요?,한 변의 길이가 11cm일 때 정사각형 한 면의 넓이는 어떻게 계산하나요?,한 변의 길이가 5cm인 정육면체의 부피를 구하세요.
p_0580,orca,6,1,직육면체의 겉넓이와 부피,쉬움,한 변의 길이가 8센티미터(cm)인 정육면체가 있습니다. 이 정육면체의 표면적은 얼마입니까?,384 cm²,정육면체의 특징을 생각해 보세요. 면이 몇 개 있을까요?,"한 면의 넓이를 먼저 계산한 후, 전체 면의 수를 곱해야 합니다.","한 변의 길이가 8cm일 때, 한 면의 넓이는 어떻게 계산할까요?",한 변의 길이가 5cm인 정육면체의 표면적을 구하세요.
p_0581,generated,6,1,직육면체의 겉넓이와 부피,쉬움,"가로 5cm, 세로 3cm, 높이 4cm인 직육면체 상자의 겉넓이를 구하세요.",94,직육면체의 겉넓이 공식을 떠올려 보세요.,각 면의 넓이를 구한 후 모두 더해야 합니다.,"가로×세로, 가로×높이, 세로×높이를 각각 계산하세요.","가로 6cm, 세로 2cm, 높이 5cm인 직육면체의 겉넓이는 얼마일까요?"
p_0582,generated,6,1,직육면체의 겉넓이와 부피,쉬움,한 모서리의 길이가 4cm인 정육면체 상자의 부피를 구하세요.,64,정육면체의 부피 공식을 생각해 보세요.,모서리 길이를 세 번 곱해야 합니다.,4×4×4를 계산하면 됩니다.,한 모서리가 3cm인 정육면체의 부피는 얼마인가요?
p_0583,generated,6,1,직육면체의 겉넓이와 부피,쉬움,"가로 10cm, 세로 8cm, 높이 2cm인 직육면체 수조의 부피를 구하세요.",160,부피 공식은 가로×세로×높이입니다.,먼저 가로와 세로를 곱한 후 높이를 곱하세요.,10×8×2를 계산하면 됩니다.,"가로 7cm, 세로 5cm, 높이 3cm인 직육면체의 부피는 얼마일까요?"
p_0584,generated,6,1,직육면체의 겉넓이와 부피,쉬움,"가로 2m, 세로 1.5m, 높이 3m인 직육면체 방의 부피를 m³ 단위로 구하세요.",9,단위(m)를 유지하면서 계산하세요.,소수점 계산을 정확히 해야 합니다.,2×1.5×3을 계산하세요.,"가로 4m, 세로 0.5m, 높이 2m인 직육면체의 부피는 얼마인가요?"
p_0585,generated,6,1,직육면체의 겉넓이와 부피,쉬움,"가로 6cm, 세로 6cm, 높이 10cm인 직육면체 상자의 겉넓이를 구하세요.",360,직육면체의 겉넓이 공식을 다시 확인해 보세요.,각 면의 넓이를 구한 후 모두 더해야 합니다.,"6×6, 6×10, 6×10을 각각 계산하세요.","가로 5cm, 세로 5cm, 높이 8cm인 직육면체의 겉넓이는 얼마일까요?"
p_0586,generated,6,1,직육면체의 겉넓이와 부피,쉬움,한 모서리의 길이가 7cm인 정육면체 상자의 부피를 cm³ 단위로 구하세요.,343,정육면체의 부피 공식을 생각해 보세요.,모서리 길이를 세 번 곱해야 합니다.,7×7×7을 계산하면 됩니다.,한 모서리가 9cm인 정육면체의 부피는 얼마인가요?
p_0587,orca,6,1,직육면체의 겉넓이와 부피,중간,"바닥의 두 변이 각각 6미터(m) 40센티미터(cm), 9미터(m)이고 높이가 5미터(m) 20센티미터(cm)인 직사각형 평행 육면체 물 용기에 물을 채웁니다. 물을 1세제곱미터(m3)의 부피를 가진 여러 개의 물 용기로 나누려고 합니다. 최소 몇 개의 물 용기가 필요하나요?",300개,모든 길이를 같은 단위로 바꾼 후 부피를 계산해 보세요.,직육면체의 부피 공식(가로×세로×높이)을 적용해 보세요.,"계산된 부피를 1m³로 나누고, 소수점 이하를 어떻게 처리해야 하는지 생각해 보세요.","가로 3m, 세로 2.5m, 높이 1.2m인 직육면체 수조에 물을 가득 채운 후, 0.5m³ 용량의 작은 용기로 옮기려고 합니다. 몇 개의 작은 용기가 필요하나요?"
p_0588,orca,6,1,직육면체의 겉넓이와 부피,중간,"정육면체 모양의 상자의 면적이 600인 경우, 이 상자의 부피는 얼마입니까?",1000,정육면체의 표면적은 6개의 정사각형 면으로 이루어져 있습니다.,표면적 600을 6으로 나누면 한 면의 넓이를 알 수 있습니다.,"한 면의 넓이로 변의 길이를 구한 후, 그 값을 세 번 곱하면 부피가 됩니다.","정육면체가 아닌 직육면체에서 겉넓이가 240이고 가로·세로·높이가 각각 4, 5, x일 때 x의 값을 구하시오."
p_0589,orca,6,1,직육면체의 겉넓이와 부피,중간,"너비, 길이, 높이가 2미터(m)인 정육면체의 부피가 너비, 길이, 높이가 100센티미터(cm)인 정육면체의 부피에 비해 몇 배나 큰가요?",8배,두 정육면체의 단위를 같게 만들어 보세요.,부피 계산 공식은 너비 × 길이 × 높이입니다.,단위 변환 후 계산된 부피 값을 비교해 보세요.,"가로 3m, 세로 2m, 높이 1.5m인 직육면체의 부피는 몇 입방미터(m³)인가요?"
p_0590,orca,6,1,직육면체의 겉넓이와 부피,중간,"너비 6cm, 길이 4cm, 높이 1cm의 직육면체 모양의 상자가 너비 30cm, 길이 20cm, 높이 5cm의 부피로 커졌을 때, 몇 배로 커졌는지 구하세요.",125배,부피 비교 문제를 풀 때는 먼저 각 도형의 부피를 계산해야 합니다.,직육면체의 부피는 가로 × 세로 × 높이로 구합니다.,부피 증가 배수는 (큰 부피) ÷ (작은 부피)로 계산합니다.,"가로 5cm, 세로 3cm, 높이 2cm의 직육면체가 가로 10cm, 세로 6cm, 높이 4cm로 커졌을 때 부피는 몇 배 증가했나요?"
p_0591,orca,6,1,직육면체의 겉넓이와 부피,중간,"정육면체 모양의 선물 상자의 표면적이 600cm²이면, 이 선물 상자의 부피를 구합니다.",1000cm³,정육면체는 모든 면의 넓이가 같아요. 한 면의 넓이를 먼저 구해보세요.,표면적 600cm²을 6으로 나누면 한 면의 넓이가 나와요. 그 넓이의 제곱근을 구하면 한 변의 길이를 알 수 있어요.,부피는 한 변의 길이를 세 번 곱한 값이에요. 10cm × 10cm × 10cm를 계산해보세요.,한 변의 길이가 12cm인 정육면체의 표면적과 부피를 각각 구하세요.
p_0592,orca,6,1,직육면체의 겉넓이와 부피,중간,"너비가 80센티미터(cm), 길이가 75센티미터(cm), 높이가 120센티미터(cm)이고 길이, 너비, 높이가 각각 두 배인 입방체의 부피(m³)는 얼마입니까?",5.76m³,먼저 각 치수를 두 배로 늘려보세요.,센티미터 단위를 미터로 변환한 후 부피를 계산하세요.,부피 공식(길이×너비×높이)을 적용해 최종 답을 구하세요.,"가로 3m, 세로 2m, 높이 1.5m인 직육면체의 부피는 얼마입니까?"
p_0593,orca,6,1,직육면체의 겉넓이와 부피,중간,수지는 8개의 작은 정육면체에서 부피가 1000세제곱센티미터(cm3)인 큰 정육면체를 만들었습니다. 작은 정육면체의 한 변의 길이는 몇 센티미터(cm)입니까?,5cm,큰 정육면체의 한 변 길이를 먼저 구해보세요.,"8개의 작은 정육면체로 큰 정육면체를 만들 때, 각 변은 몇 등분되었을까요?",작은 정육면체의 부피 합계가 큰 정육면체의 부피와 같은지 확인하세요.,"부피가 27cm³인 정육면체를 27개의 작은 정육면체로 나누었을 때, 작은 정육면체의 한 변의 길이는 얼마입니까?"
p_0594,generated,6,1,직육면체의 겉넓이와 부피,중간,"직육면체 모양의 수조가 있습니다. 가로 15cm, 세로 10cm, 높이 8cm일 때, 이 수조에 물을 가득 채우면 물의 부피는 몇 cm³인지 구하세요.",1200,"부피 공식은 가로, 세로, 높이를 모두 곱하는 것입니다.",단위(cm)를 확인하고 계산 시 생략하지 마세요.,15 × 10을 먼저 계산한 후 8을 곱해보세요.,"가로 12cm, 세로 5cm, 높이 10cm인 직육면체의 부피는 몇 cm³인가요?"
p_0595,generated,6,1,직육면체의 겉넓이와 부피,중간,"정육면체 모양의 얼음 덩어리가 있습니다. 한 모서리의 길이가 6cm일 때, 이 얼음의 부피는 몇 cm³인지 구하세요.",216,정육면체는 모든 모서리의 길이가 같습니다.,6을 세 번 곱해야 합니다.,6 × 6을 먼저 계산한 후 다시 6을 곱해보세요.,한 모서리 길이가 7cm인 정육면체의 부피는 몇 cm³인가요?
p_0596,generated,6,1,직육면체의 겉넓이와 부피,중간,"직육면체 모양의 상자에 포장지를 씌우려고 합니다. 가로 20cm, 세로 15cm, 높이 10cm일 때, 포장지가 덮어야 할 겉넓이는 몇 cm²인지 구하세요.",1300,겉넓이는 모든 면의 넓이를 더한 값입니다.,각 면의 넓이를 따로 계산한 후 더해보세요.,2를 마지막에 곱하는 공식을 사용하면 편리합니다.,"가로 10cm, 세로 8cm, 높이 5cm인 직육면체의 겉넓이는 몇 cm²인가요?"
p_0597,generated,6,1,직육면체의 겉넓이와 부피,어려움,"가로 8cm, 세로 5cm, 높이 3cm인 직육면체 모양의 상자에 색종이를 붙이려고 합니다. 색종이는 1cm²당 2원일 때, 필요한 색종이의 총 비용은 얼마인가요?",288,직육면체의 겉넓이를 먼저 구하세요.,각 면의 넓이를 구한 후 2를 곱해야 합니다.,겉넓이에 1cm²당 가격을 곱해 비용을 계산하세요.,"가로 10cm, 세로 4cm, 높이 2.5cm인 직육면체의 겉넓이는 몇 cm²인가요?"
p_0598,generated,6,1,직육면체의 겉넓이와 부피,어려움,"정육면체 모양의 얼음 틀에 한 변의 길이가 3cm일 때, 이 틀에서 만들 수 있는 얼음의 부피는 몇 cm³인가요?",27,정육면체의 부피를 구하는 공식을 떠올려 보세요.,한 변의 길이를 세 번 곱해야 합니다.,3 × 3 × 3을 계산하세요.,한 변이 5cm인 정육면체의 부피는 몇 cm³인가요?
p_0599,generated,6,1,직육면체의 겉넓이와 부피,어려움,"가로 12cm, 세로 7cm, 높이 4cm인 직육면체 수조의 부피를 m³ 단위로 나타내면 얼마인가요?",0.000336,먼저 cm³ 단위로 부피를 구하세요.,"1m³는 1,000,000cm³임을 기억하세요.","cm³ 값을 1,000,000으로 나누어 m³로 변환하세요.","가로 20cm, 세로 15cm, 높이 10cm인 직육면체의 부피를 m³로 나타내면 얼마인가요?"
p_0600,generated,6,1,직육면체의 겉넓이와 부피,어려움,"직육면체 모양의 상자에 1cm³당 3개의 사탕을 넣을 수 있을 때, 가로 6cm, 세로 4cm, 높이 5cm인 상자에 들어갈 수 있는 사탕은 최대 몇 개인가요?",360,상자의 부피를 먼저 구하세요.,부피에 1cm³당 사탕 개수를 곱하세요.,120 × 3을 계산하세요.,"가로 7cm, 세로 3cm, 높이 8cm인 상자에 1cm³당 2개의 사탕을 넣을 때 최대 몇 개까지 넣을 수 있나요?"
p_0601,generated,6,1,직육면체의 겉넓이와 부피,어려움,"가로 9cm, 세로 6cm, 높이 2cm인 직육면체 상자의 겉넓이가 144cm²일 때, 높이만 3cm로 바꾸면 겉넓이는 몇 cm²가 되나요?",180,새로운 높이를 적용한 겉넓이 공식을 사용하세요.,각 면의 넓이를 구한 후 2를 곱하세요.,계산 결과가 144cm²가 나오지 않으면 문제 조건을 다시 확인하세요.,"가로 10cm, 세로 5cm, 높이 1cm인 직육면체의 겉넓이는 몇 cm²인가요?"
p_0602,generated,6,1,직육면체의 겉넓이와 부피,어려움,"정육면체 모양의 상자에 한 변의 길이가 4cm일 때, 이 상자의 겉넓이와 부피를 각각 구하세요.","겉넓이 96cm², 부피 64cm³",정육면체의 겉넓이와 부피 공식을 각각 떠올려 보세요.,"한 면의 넓이에 6을 곱하고, 한 변을 세 번 곱하세요.",4×4×6과 4×4×4를 계산하세요.,한 변이 6cm인 정육면체의 겉넓이와 부피는 각각 몇인가요?
p_0603,generated,6,1,직육면체의 겉넓이와 부피,어려움,"직육면체 모양의 상자에 가로 7cm, 세로 5cm, 높이 3cm일 때, 겉넓이에서 윗면과 아랫면을 제외한 나머지 면의 넓이의 합은 몇 cm²인가요?",94,전체 겉넓이를 구한 후 윗·아랫면을 빼세요.,윗·아랫면은 가로×세로의 넓이입니다.,계산 과정에서 실수가 있는지 확인하세요.,"가로 8cm, 세로 6cm, 높이 4cm인 직육면체에서 윗·아랫면을 제외한 나머지 면의 넓이는 몇 cm²인가요?"
p_0604,generated,6,1,직육면체의 겉넓이와 부피,어려움,"정육면체 모양의 상자에 한 변의 길이가 5cm일 때, 이 상자의 겉넓이와 부피의 합은 몇인가요?",331,정육면체의 겉넓이와 부피를 각각 구하세요.,두 값을 더하세요.,단위 없이 숫자만 더해야 합니다.,한 변이 7cm인 정육면체의 겉넓이와 부피의 합은 몇인가요?
p_0605,generated,6,1,직육면체의 겉넓이와 부피,어려움,"직육면체 모양의 상자에 가로 12cm, 세로 8cm, 높이 5cm일 때, 겉넓이와 부피의 차이는 몇인가요?",144,겉넓이와 부피를 각각 구하세요.,두 값의 차이를 계산하세요.,부피에서 겉넓이를 빼야 합니다.,"가로 10cm, 세로 7cm, 높이 6cm인 직육면체에서 겉넓이와 부피의 차이는 몇인가요?"
p_0606,generated,6,2,분수의 나눗셈,쉬움,사과 5개를 2/5개씩 나누어 먹으면 몇 명이 먹을 수 있나요?,12,자연수 ÷ 분수 계산 방법을 생각해보세요.,2/5의 역수는 5/2입니다.,5 × 5/2를 계산한 후 정수로 나타내세요.,사과 7개를 3/7개씩 나누어 먹으면 몇 명이 먹을 수 있을까요?
p_0607,generated,6,2,분수의 나눗셈,쉬움,2/3미터짜리 천을 3/5미터씩 자르면 몇 조각을 만들 수 있나요?,1,나누는 분수의 역수를 곱해보세요.,3/5의 역수는 5/3입니다.,2/3 × 5/3을 계산한 후 정수로 나타내세요.,4/5미터 천을 5/6미터씩 자르면 몇 조각을 만들 수 있을까요?
p_0608,generated,6,2,분수의 나눗셈,쉬움,1과 1/3리터 주전자에 1/6리터씩 물을 따르면 몇 번 따를 수 있나요?,8,대분수를 가분수로 바꿔보세요.,1/6의 역수는 6/1입니다.,4/3 × 6을 계산해보세요.,1과 2/5리터 주전자에 1/10리터씩 물을 따르면 몇 번 따를 수 있을까요?
p_0609,generated,6,2,분수의 나눗셈,쉬움,5kg 쌀이 있습니다. 하루에 2/5kg씩 먹으면 며칠 동안 먹을 수 있나요?,12,자연수 ÷ 분수 계산 방법을 생각해보세요.,2/5의 역수는 5/2입니다.,5 × 5/2를 계산한 후 정수로 나타내세요.,7kg 쌀을 하루에 1/2kg씩 먹으면 며칠 동안 먹을 수 있을까요?
p_0610,generated,6,2,분수의 나눗셈,쉬움,2와 1/2m²의 벽을 1/4m²씩 칠하면 몇 번 칠해야 하나요?,10,대분수를 가분수로 바꿔보세요.,1/4의 역수는 4/1입니다.,5/2 × 4를 계산해보세요.,3과 1/3m² 벽을 1/6m²씩 칠하면 몇 번 칠해야 할까요?
p_0611,generated,6,2,분수의 나눗셈,쉬움,민준이는 3/4미터 길이의 리본을 1/8미터씩 자르려고 합니다. 몇 개의 리본을 만들 수 있나요?,6,분수 나눗셈은 역수를 곱하는 방법으로 풀 수 있어요,1/8의 역수는 8/1이에요,3/4 × 8을 계산한 후 4로 나누면 됩니다,1과 1/2리터 주스에 1/3리터 컵으로 따를 때 몇 잔이 나오는지 계산해보세요
p_0612,generated,6,2,분수의 나눗셈,쉬움,1/2시간 동안 5/6km를 달린 아이가 있습니다. 1시간에 몇 km를 달릴 수 있나요?,"=""15/6""",시간당 달린 거리는 총 거리 ÷ 걸린 시간이에요,1/2의 역수는 2/1이에요,5/6 × 2를 계산한 후 분수로 나타내세요,3/5m 폭의 천으로 1/10m씩 자를 때 몇 개 만들 수 있나요
p_0613,generated,6,2,분수의 나눗셈,쉬움,2와 1/3kg의 밀가루를 1/6kg씩 나누어 담을 때 몇 봉지가 필요한가요?,14,대분수는 가분수로 바꿔서 계산해요,1/6의 역수는 6이에요,7/3 × 6을 계산한 후 3으로 나누면 됩니다,5/8m 리본을 1/4m씩 자를 때 몇 개 나오는지 구해보세요
p_0614,generated,6,2,분수의 나눗셈,쉬움,3/5시간 동안 7/10문제를 풀었습니다. 1시간에 몇 문제를 풀 수 있나요?,"=""7/3""",시간당 문제 수는 총 문제 수 ÷ 걸린 시간이에요,3/5의 역수는 5/3이에요,7/10 × 5/3을 계산한 후 약분하세요,4/5kg 과자를 1/4kg씩 나눌 때 몇 봉지인지 구해보세요
p_0615,generated,6,2,분수의 나눗셈,쉬움,1과 3/4m 길이의 철사를 1/8m씩 자를 때 몇 조각이 나오나요?,12,대분수는 가분수로 바꿔서 계산해요,1/8의 역수는 8이에요,7/4 × 8을 계산한 후 4로 나누면 됩니다,2와 1/2L 우유를 1/5L 컵에 따를 때 몇 잔인지 구해보세요
p_0616,generated,6,2,분수의 나눗셈,중간,1과 3/5미터(m)의 천을 7/10미터씩 자르면 몇 조각이 나오나요?,"=""2와 1/3""",대분수를 가분수로 바꾼 후 역수를 곱하세요.,"1과 3/5 = 8/5, 7/10의 역수는 10/7입니다.",8/5 × 10/7 = 16/7입니다.,1과 1/2미터 천을 3/5미터씩 자르면 몇 조각이 나오나요?
p_0617,generated,6,2,분수의 나눗셈,중간,3/5kg의 설탕을 9/10kg씩 나누어 포장하면 몇 봉지가 되나요?,"=""1과 1/3""",나누는 분수의 역수를 곱하는 방법을 사용하세요.,9/10의 역수는 10/9입니다.,3/5 × 10/9 = 2/3입니다.,2/3kg의 설탕을 5/6kg씩 포장하면 몇 봉지가 되나요?
p_0618,generated,6,2,분수의 나눗셈,중간,2와 1/4리터의 주스를 5/8리터씩 컵에 따르면 몇 컵이 되나요?,"=""3과 1/3""",대분수를 가분수로 바꾼 후 역수를 곱하세요.,"2와 1/4 = 9/4, 5/8의 역수는 8/5입니다.",9/4 × 8/5 = 18/5입니다.,1과 3/4리터의 주스를 7/12리터씩 컵에 따르면 몇 컵이 되나요?
p_0619,generated,6,2,분수의 나눗셈,중간,5/6kg의 쌀을 2/3kg씩 나누어 포장하면 몇 봉지가 되나요?,"=""2와 1/2""",나누는 분수의 역수를 곱하는 방법을 사용하세요.,2/3의 역수는 3/2입니다.,5/6 × 3/2 = 5/4입니다.,7/8kg의 쌀을 1/4kg씩 포장하면 몇 봉지가 되나요?
p_0620,generated,6,2,분수의 나눗셈,어려움,민수는 3/4미터 길이의 리본을 1/8미터씩 자르려고 합니다. 리본으로 몇 개의 조각을 만들 수 있나요?,6,나누는 분수의 역수를 곱해보세요,1/8의 역수는 8/1입니다,분자와 분모를 약분하면 계산이 쉬워집니다,리본을 1/12미터씩 자르면 몇 조각이 나올까요?
p_0621,generated,6,2,분수의 나눗셈,어려움,빵 5개를 2/5개씩 나누어 먹는다면 며칠 동안 먹을 수 있나요?,12,자연수 ÷ 분수 계산법을 적용하세요,2/5의 역수는 5/2입니다,몫만 구하고 나머지는 무시합니다,하루에 3/4개씩 먹는다면 며칠 동안 먹을 수 있나요?
p_0622,generated,6,2,분수의 나눗셈,어려움,1과 1/2kg의 밀가루로 3/4kg씩 빵을 만들 때 몇 개를 만들 수 있나요?,2,대분수를 가분수로 바꾸세요,3/4의 역수는 4/3입니다,분자와 분모를 약분하면 계산이 간단해집니다,한 개당 5/6kg씩 사용한다면 몇 개를 만들 수 있나요?
p_0623,generated,6,2,분수의 나눗셈,어려움,8/9m의 철사를 1/12m씩 자르면 몇 조각이 나오나요?,16,나누는 분수의 역수를 곱하세요,1/12의 역수는 12/1입니다,몫만 구하고 나머지는 무시합니다,철사를 1/18m씩 자르면 몇 조각이 나오나요?
p_0624,generated,6,2,분수의 나눗셈,어려움,5/6시간 동안 1/12시간 간격으로 휴식을 취한다면 몇 번 쉴 수 있나요?,10,나누는 분수의 역수를 곱하세요,1/12의 역수는 12/1입니다,분자와 분모를 약분하면 계산이 간단해집니다,휴식 간격이 1/8시간이라면 몇 번 쉴 수 있나요?
p_0625,generated,6,2,분수의 나눗셈,어려움,7과 1/3L의 물을 11/12L 용기에 담으면 몇 번 담을 수 있나요?,9,대분수를 가분수로 바꾸세요,11/12의 역수는 12/11입니다,분자와 분모를 약분하면 계산이 간단해집니다,용기 용량이 7/8L라면 몇 번 담을 수 있나요?
p_0626,generated,6,2,분수의 나눗셈,어려움,9개의 사탕을 2/3개씩 나누어 먹는다면 며칠 동안 먹을 수 있나요?,13,자연수 ÷ 분수 계산법을 적용하세요,2/3의 역수는 3/2입니다,몫만 구하고 나머지는 무시합니다,하루에 3/5개씩 먹는다면 며칠 동안 먹을 수 있나요?
p_0627,generated,6,2,소수의 나눗셈,중간,"민수는 3.6m의 리본을 0.45m씩 자르려고 합니다. 리본을 몇 번 자를 수 있는지 구하고, 반올림하여 소수점 첫째 자리까지 나타내세요.",8.0,나눗셈에서 소수점을 없애기 위해 100을 곱해보세요.,360 ÷ 45를 계산한 후 반올림하는 것을 잊지 마세요.,0.45m씩 자를 때 몇 번 자를 수 있는지 먼저 구해보세요.,리본을 0.45m씩 자를 때 남는 리본의 길이는 몇 m인가요?
p_0628,generated,6,2,소수의 나눗셈,중간,0.72L의 주스를 0.08L 컵에 나누어 담으려고 합니다. 몇 컵을 채울 수 있는지 반올림하여 소수점 첫째 자리까지 나타내세요.,9.0,소수점을 없애기 위해 100을 곱해보세요.,72 ÷ 8을 계산한 후 반올림하는 것을 잊지 마세요.,0.08L 컵에 몇 번 담을 수 있는지 먼저 구해보세요.,주스를 모두 담은 후 남은 주스의 양은 몇 L인가요?
p_0629,generated,6,2,소수의 나눗셈,중간,12.6kg의 쌀을 0.75kg씩 포장하려고 합니다. 몇 포대를 만들 수 있는지 반올림하여 소수점 첫째 자리까지 나타내세요.,16.8,소수점을 없애기 위해 100을 곱해보세요.,1260 ÷ 75를 계산한 후 반올림하는 것을 잊지 마세요.,0.75kg씩 포장할 때 몇 포대를 만들 수 있는지 먼저 구해보세요.,쌀을 모두 포장한 후 남은 쌀의 양은 몇 kg인가요?
p_0630,generated,6,2,소수의 나눗셈,중간,5.4m의 철사를 0.35m씩 자르려고 합니다. 몇 조각을 만들 수 있는지 반올림하여 소수점 첫째 자리까지 나타내세요.,15.4,소수점을 없애기 위해 100을 곱해보세요.,540 ÷ 35를 계산한 후 소수점 첫째 자리에서 반올림하세요.,0.35m씩 자를 때 몇 조각을 만들 수 있는지 먼저 구해보세요.,철사를 모두 자른 후 남은 철사의 길이는 몇 m인가요?
